author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price_per_month;commissions;district;street;house_number;underground
Итака;real_estate_agent;https://spb.cian.ru/rent/flat/295727424/;Санкт-Петербург;rent;flat;1;9;1;25.0;880;22000;0;Кировский;бульвар Новаторов;35;Ленинский проспект
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295747399/;Санкт-Петербург;rent;flat;2;9;4;129.0;1666;215000;0;Петроградский;Большая Посадская ;12;Горьковская
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/294656961/;Санкт-Петербург;rent;flat;3;6;2;54.0;1111;60000;0;Адмиралтейский;Лермонтовский проспект;50;Балтийская
Евгений Суриков;realtor;https://spb.cian.ru/rent/flat/295785043/;Санкт-Петербург;rent;flat;3;5;-1;17.0;1352;22990;0;Центральный;Невский проспект;136;Площадь Восстания
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295455265/;Санкт-Петербург;rent;flat;3;10;4;150.0;1666;250000;0;Петроградский;Ждановская ;45;Крестовский остров
ID 13069112;unknown;https://spb.cian.ru/rent/flat/295405681/;Санкт-Петербург;rent;flat;1;12;2;60.0;1416;85000;0;Василеостровский;Остров Декабристов;2;Василеостровская
Валерий Боровков;realtor;https://spb.cian.ru/rent/flat/295278216/;Санкт-Петербург;rent;flat;4;6;1;42.0;476;20000;0;Приморский;проспект Юнтоловский;49К3;Беговая
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295750393/;Санкт-Петербург;rent;flat;4;5;2;44.0;909;40000;0;Калининский; Верности;34;Академическая
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/295145722/;Санкт-Петербург;rent;flat;4;17;3;110.0;818;90000;0;Московский;Малая Митрофаньевская ;8к1;Московские ворота
Итака;real_estate_agent;https://spb.cian.ru/rent/flat/295727426/;Санкт-Петербург;rent;flat;7;12;1;35.0;714;25000;0;Красносельский;проспект Ветеранов;175к4;Проспект Ветеранов
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295070657/;Санкт-Петербург;rent;flat;3;4;2;60.0;1500;90000;0;Центральный;переулок Щербаков;1-3;Достоевская
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/294907363/;Санкт-Петербург;rent;flat;10;12;4;105.0;1714;180000;0;Петроградский;Корпусная ;9;Чкаловская
Будь первым;real_estate_agent;https://spb.cian.ru/rent/flat/295796577/;Санкт-Петербург;rent;flat;1;6;1;38.0;526;20000;0;Петродворцовый;дорога Бобыльская;61;
FRAN;real_estate_agent;https://spb.cian.ru/rent/flat/295265053/;Санкт-Петербург;rent;flat;3;10;2;85.0;1764;150000;0;Центральный;Миргородская ;20;Площадь Александра Невского
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295756456/;Санкт-Петербург;rent;flat;6;12;1;50.0;1300;65000;0;Приморский;Приморский проспект;137к1;Беговая
Статус - Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/295729988/;Санкт-Петербург;rent;flat;2;14;1;30.0;766;23000;0;Приморский;аллея Арцеуловская;17;Комендантский проспект
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/294190711/;Санкт-Петербург;rent;flat;6;15;1;35.7;1344;48000;0;Невский;проспект Большевиков;11к2;Улица Дыбенко
Балтийский берег;real_estate_agent;https://spb.cian.ru/rent/flat/289202960/;Санкт-Петербург;rent;flat;2;5;3;140.0;992;139000;0;Курортный; Коробицына;2А;
Ирина Короткова;realtor;https://spb.cian.ru/rent/flat/295877732/;Санкт-Петербург;rent;flat;19;26;1;21.2;849;18000;0;Красногвардейский;Полюстрово;12к2;Девяткино
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/292317247/;Санкт-Петербург;rent;flat;6;9;2;75.0;1600;120000;0;Кировский;Двинская ;6;Балтийская
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295404856/;Санкт-Петербург;rent;flat;3;4;2;80.0;1125;90000;0;Выборгский;Большая Озерная ;59;Озерки
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/295117344/;Санкт-Петербург;rent;flat;5;24;1;25.0;840;21000;0;Приморский; Плесецкая;20к1;Комендантский проспект
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/295040205/;Санкт-Петербург;rent;flat;16;17;1;23.0;1826;42000;0;Адмиралтейский; Парфеновская;14к1;Фрунзенская
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/295141746/;Санкт-Петербург;rent;flat;7;7;1;44.0;1477;65000;0;Адмиралтейский; Шкапина;24;Балтийская
ID 12649876;unknown;https://spb.cian.ru/rent/flat/295718656/;Санкт-Петербург;rent;flat;3;15;2;65.0;415;27000;0;Калининский;Светлановский проспект;115к1;Гражданский проспект
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/294835555/;Санкт-Петербург;rent;flat;15;17;3;109.0;504;55000;0;Приморский;Новоколомяжский проспект;16/8;Озерки
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295039934/;Санкт-Петербург;rent;flat;10;12;3;105.0;1714;180000;0;Петроградский;Корпусная ;9;Чкаловская
Будь первым;real_estate_agent;https://spb.cian.ru/rent/flat/295865590/;Санкт-Петербург;rent;flat;2;8;1;24.0;916;22000;0;Красносельский;проспект Буденного;19к1;Ленинский проспект
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/294781802/;Санкт-Петербург;rent;flat;2;6;4;200.0;550;110000;0;Центральный;Большая Московская ;8/2;Владимирская
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295857113/;Санкт-Петербург;rent;flat;18;25;1;55.0;1181;65000;0;Приморский;Приморский проспект;137к1;Беговая
Lighthome Real Estate;real_estate_agent;https://spb.cian.ru/rent/flat/295878354/;Санкт-Петербург;rent;flat;4;11;1;21.5;1069;23000;0;Пушкинский;проспект Старорусский;13к2;Купчино
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295168863/;Санкт-Петербург;rent;flat;12;12;3;120.0;1916;230000;0;Центральный;Кирочная ;64;Чернышевская
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/294447960/;Санкт-Петербург;rent;flat;3;6;4;180.0;805;145000;0;Петроградский;Кронверкская ;29/37Б;Горьковская
КОД812.Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/294900312/;Санкт-Петербург;rent;flat;3;7;3;82.0;975;80000;0;Центральный;Полтавский проезд;2;Площадь Восстания
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/295197162/;Санкт-Петербург;rent;flat;4;15;2;57.0;2105;120000;0;Московский;Заозерная ;3к2;Фрунзенская
Андрей Никитенко;realtor;https://spb.cian.ru/rent/flat/295689622/;Санкт-Петербург;rent;flat;1;9;2;50.0;500;25000;0;Выборгский;проспект Энгельса;121К1;Проспект Просвещения
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295364550/;Санкт-Петербург;rent;flat;2;5;4;200.0;550;110000;0;Центральный;Большая Московская ;8/2;Владимирская
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295268188/;Санкт-Петербург;rent;flat;2;7;2;107.0;1214;130000;0;Василеостровский;Волховский переулок;4;Спортивная
ID 9753856;realtor;https://spb.cian.ru/rent/flat/279836854/;Санкт-Петербург;rent;flat;4;25;1;30.0;800;24000;0;Приморский;проспект Королева;7;Пионерская
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295279190/;Санкт-Петербург;rent;flat;3;4;3;100.0;1350;135000;0;Центральный;Невский проспект;88;Маяковская
QASABO;real_estate_agent;https://spb.cian.ru/rent/flat/294259919/;Санкт-Петербург;rent;flat;2;7;3;98.4;2032;200000;0;Центральный;Стремянная ;15/1;Маяковская
ID 12848402;homeowner;https://spb.cian.ru/rent/flat/292879842/;Санкт-Петербург;rent;flat;1;3;1;18.0;1111;19999;0;Центральный;Лиговский проспект;79;Владимирская
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295690038/;Санкт-Петербург;rent;flat;20;24;3;117.0;1111;130000;0;Московский;Московский проспект;183-185;Московская
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295277446/;Санкт-Петербург;rent;flat;2;12;4;156.0;641;100000;0;Красногвардейский;Малоохтинский проспект;16к1;Новочеркасская
Ольга Юлова;realtor;https://spb.cian.ru/rent/flat/295800435/;Санкт-Петербург;rent;flat;18;19;1;33.0;696;23000;0;Пушкинский;переулок Вилеровский;6;Шушары
Инь-Ян;real_estate_agent;https://spb.cian.ru/rent/flat/295882309/;Санкт-Петербург;rent;flat;10;16;1;36.0;833;30000;0;Приморский; Плесецкая;16;Комендантский проспект
NEXT Level;real_estate_agent;https://spb.cian.ru/rent/flat/193318951/;Санкт-Петербург;rent;flat;3;5;3;65.0;923;60000;0;Центральный;Манежный переулок;15-17;Чернышевская
FlatStay;real_estate_agent;https://spb.cian.ru/rent/flat/295777182/;Санкт-Петербург;rent;flat;3;3;2;70.0;1000;70000;0;Центральный;набережная Реки Фонтанки;8;Гостиный двор
Огни Города;real_estate_agent;https://spb.cian.ru/rent/flat/294364545/;Санкт-Петербург;rent;flat;3;5;2;50.0;700;35000;0;Калининский;Тихорецкий проспект;5К4;Политехническая
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/288324636/;Санкт-Петербург;rent;flat;5;5;5;369.0;2710;1000000;0;Петроградский;Каменноостровский проспект;26-28;Петроградская
М16;real_estate_agent;https://spb.cian.ru/rent/flat/292404632/;Санкт-Петербург;rent;flat;6;9;1;58.8;3401;200000;0;Петроградский;набережная Адмирала Лазарева;22;Чкаловская
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/294781803/;Санкт-Петербург;rent;flat;2;5;3;60.0;750;45000;0;Калининский;проспект Металлистов;86;Площадь Ленина
